"Attending Count","tick"
0.0,1.0
71.0,2.0
60.0,3.0
65.0,4.0
276.0,5.0
211.0,6.0
7.0,7.0
212.0,8.0
184.0,9.0
211.0,10.0
266.0,11.0
181.0,12.0
0.0,13.0
220.0,14.0
222.0,15.0
255.0,16.0
240.0,17.0
247.0,18.0
0.0,19.0
226.0,20.0
233.0,21.0
269.0,22.0
231.0,23.0
227.0,24.0
0.0,25.0
228.0,26.0
215.0,27.0
295.0,28.0
196.0,29.0
195.0,30.0
0.0,31.0
190.0,32.0
200.0,33.0
311.0,34.0
185.0,35.0
223.0,36.0
0.0,37.0
195.0,38.0
208.0,39.0
277.0,40.0
215.0,41.0
227.0,42.0
0.0,43.0
234.0,44.0
212.0,45.0
257.0,46.0
231.0,47.0
242.0,48.0
0.0,49.0
252.0,50.0
246.0,51.0
249.0,52.0
221.0,53.0
244.0,54.0
0.0,55.0
212.0,56.0
243.0,57.0
273.0,58.0
242.0,59.0
228.0,60.0
0.0,61.0
231.0,62.0
232.0,63.0
257.0,64.0
249.0,65.0
232.0,66.0
0.0,67.0
251.0,68.0
236.0,69.0
240.0,70.0
247.0,71.0
257.0,72.0
0.0,73.0
202.0,74.0
237.0,75.0
246.0,76.0
236.0,77.0
214.0,78.0
0.0,79.0
265.0,80.0
208.0,81.0
223.0,82.0
232.0,83.0
225.0,84.0
0.0,85.0
283.0,86.0
219.0,87.0
218.0,88.0
237.0,89.0
198.0,90.0
0.0,91.0
254.0,92.0
269.0,93.0
231.0,94.0
230.0,95.0
230.0,96.0
0.0,97.0
217.0,98.0
240.0,99.0
213.0,100.0
280.0,101.0
200.0,102.0
0.0,103.0
203.0,104.0
225.0,105.0
235.0,106.0
242.0,107.0
259.0,108.0
0.0,109.0
226.0,110.0
245.0,111.0
223.0,112.0
247.0,113.0
265.0,114.0
0.0,115.0
212.0,116.0
228.0,117.0
219.0,118.0
217.0,119.0
263.0,120.0
0.0,121.0
237.0,122.0
223.0,123.0
222.0,124.0
223.0,125.0
282.0,126.0
0.0,127.0
216.0,128.0
211.0,129.0
234.0,130.0
196.0,131.0
273.0,132.0
0.0,133.0
219.0,134.0
216.0,135.0
227.0,136.0
208.0,137.0
258.0,138.0
0.0,139.0
251.0,140.0
236.0,141.0
260.0,142.0
206.0,143.0
235.0,144.0
0.0,145.0
215.0,146.0
233.0,147.0
275.0,148.0
211.0,149.0
216.0,150.0
0.0,151.0
238.0,152.0
218.0,153.0
261.0,154.0
226.0,155.0
224.0,156.0
0.0,157.0
231.0,158.0
248.0,159.0
255.0,160.0
224.0,161.0
216.0,162.0
0.0,163.0
256.0,164.0
245.0,165.0
216.0,166.0
264.0,167.0
228.0,168.0
0.0,169.0
247.0,170.0
242.0,171.0
200.0,172.0
261.0,173.0
227.0,174.0
0.0,175.0
211.0,176.0
229.0,177.0
242.0,178.0
245.0,179.0
222.0,180.0
0.0,181.0
224.0,182.0
258.0,183.0
207.0,184.0
255.0,185.0
250.0,186.0
0.0,187.0
221.0,188.0
228.0,189.0
250.0,190.0
248.0,191.0
232.0,192.0
0.0,193.0
254.0,194.0
222.0,195.0
233.0,196.0
211.0,197.0
264.0,198.0
0.0,199.0
240.0,200.0
241.0,201.0
236.0,202.0
239.0,203.0
245.0,204.0
0.0,205.0
250.0,206.0
251.0,207.0
249.0,208.0
245.0,209.0
233.0,210.0
0.0,211.0
230.0,212.0
229.0,213.0
243.0,214.0
226.0,215.0
280.0,216.0
0.0,217.0
230.0,218.0
228.0,219.0
222.0,220.0
240.0,221.0
246.0,222.0
0.0,223.0
260.0,224.0
231.0,225.0
221.0,226.0
216.0,227.0
232.0,228.0
0.0,229.0
234.0,230.0
257.0,231.0
238.0,232.0
235.0,233.0
239.0,234.0
0.0,235.0
254.0,236.0
247.0,237.0
220.0,238.0
228.0,239.0
221.0,240.0
0.0,241.0
231.0,242.0
279.0,243.0
246.0,244.0
213.0,245.0
251.0,246.0
0.0,247.0
200.0,248.0
253.0,249.0
244.0,250.0
237.0,251.0
240.0,252.0
0.0,253.0
226.0,254.0
246.0,255.0
247.0,256.0
275.0,257.0
217.0,258.0
0.0,259.0
230.0,260.0
202.0,261.0
214.0,262.0
257.0,263.0
228.0,264.0
0.0,265.0
228.0,266.0
236.0,267.0
226.0,268.0
270.0,269.0
214.0,270.0
0.0,271.0
210.0,272.0
212.0,273.0
189.0,274.0
288.0,275.0
211.0,276.0
0.0,277.0
216.0,278.0
200.0,279.0
220.0,280.0
274.0,281.0
240.0,282.0
0.0,283.0
234.0,284.0
220.0,285.0
229.0,286.0
263.0,287.0
192.0,288.0
0.0,289.0
234.0,290.0
227.0,291.0
220.0,292.0
286.0,293.0
198.0,294.0
0.0,295.0
194.0,296.0
201.0,297.0
227.0,298.0
263.0,299.0
206.0,300.0
