"Attending Count","tick"
0.0,1.0
76.0,2.0
134.0,3.0
138.0,4.0
115.0,5.0
4384.0,6.0
0.0,7.0
129.0,8.0
141.0,9.0
147.0,10.0
135.0,11.0
4113.0,12.0
0.0,13.0
148.0,14.0
148.0,15.0
151.0,16.0
129.0,17.0
4003.0,18.0
0.0,19.0
154.0,20.0
151.0,21.0
127.0,22.0
153.0,23.0
3982.0,24.0
0.0,25.0
151.0,26.0
158.0,27.0
154.0,28.0
133.0,29.0
3766.0,30.0
0.0,31.0
174.0,32.0
157.0,33.0
172.0,34.0
163.0,35.0
3495.0,36.0
0.0,37.0
175.0,38.0
173.0,39.0
206.0,40.0
165.0,41.0
2957.0,42.0
0.0,43.0
182.0,44.0
213.0,45.0
209.0,46.0
213.0,47.0
2861.0,48.0
0.0,49.0
215.0,50.0
226.0,51.0
193.0,52.0
209.0,53.0
2694.0,54.0
0.0,55.0
201.0,56.0
234.0,57.0
199.0,58.0
218.0,59.0
2578.0,60.0
0.0,61.0
217.0,62.0
223.0,63.0
229.0,64.0
239.0,65.0
2565.0,66.0
0.0,67.0
222.0,68.0
240.0,69.0
247.0,70.0
249.0,71.0
2473.0,72.0
0.0,73.0
256.0,74.0
247.0,75.0
261.0,76.0
214.0,77.0
2330.0,78.0
0.0,79.0
278.0,80.0
254.0,81.0
249.0,82.0
278.0,83.0
2205.0,84.0
0.0,85.0
287.0,86.0
278.0,87.0
249.0,88.0
291.0,89.0
2134.0,90.0
0.0,91.0
310.0,92.0
273.0,93.0
304.0,94.0
282.0,95.0
1941.0,96.0
0.0,97.0
368.0,98.0
340.0,99.0
312.0,100.0
302.0,101.0
1671.0,102.0
0.0,103.0
371.0,104.0
379.0,105.0
385.0,106.0
348.0,107.0
1616.0,108.0
0.0,109.0
362.0,110.0
406.0,111.0
405.0,112.0
374.0,113.0
1518.0,114.0
0.0,115.0
374.0,116.0
369.0,117.0
372.0,118.0
357.0,119.0
1553.0,120.0
0.0,121.0
370.0,122.0
415.0,123.0
386.0,124.0
411.0,125.0
1486.0,126.0
0.0,127.0
429.0,128.0
381.0,129.0
435.0,130.0
399.0,131.0
1406.0,132.0
0.0,133.0
434.0,134.0
463.0,135.0
412.0,136.0
465.0,137.0
1299.0,138.0
0.0,139.0
527.0,140.0
480.0,141.0
474.0,142.0
442.0,143.0
1193.0,144.0
0.0,145.0
539.0,146.0
493.0,147.0
536.0,148.0
518.0,149.0
1160.0,150.0
0.0,151.0
507.0,152.0
541.0,153.0
560.0,154.0
539.0,155.0
1123.0,156.0
0.0,157.0
599.0,158.0
568.0,159.0
540.0,160.0
601.0,161.0
1001.0,162.0
0.0,163.0
636.0,164.0
630.0,165.0
579.0,166.0
578.0,167.0
1012.0,168.0
0.0,169.0
600.0,170.0
627.0,171.0
601.0,172.0
628.0,173.0
990.0,174.0
0.0,175.0
646.0,176.0
610.0,177.0
589.0,178.0
624.0,179.0
992.0,180.0
0.0,181.0
624.0,182.0
612.0,183.0
619.0,184.0
617.0,185.0
957.0,186.0
0.0,187.0
672.0,188.0
638.0,189.0
645.0,190.0
643.0,191.0
910.0,192.0
0.0,193.0
627.0,194.0
655.0,195.0
640.0,196.0
670.0,197.0
941.0,198.0
0.0,199.0
630.0,200.0
607.0,201.0
645.0,202.0
635.0,203.0
950.0,204.0
0.0,205.0
610.0,206.0
668.0,207.0
700.0,208.0
634.0,209.0
849.0,210.0
0.0,211.0
725.0,212.0
753.0,213.0
729.0,214.0
699.0,215.0
788.0,216.0
0.0,217.0
765.0,218.0
799.0,219.0
795.0,220.0
742.0,221.0
775.0,222.0
0.0,223.0
789.0,224.0
808.0,225.0
794.0,226.0
817.0,227.0
770.0,228.0
0.0,229.0
766.0,230.0
764.0,231.0
734.0,232.0
815.0,233.0
744.0,234.0
0.0,235.0
776.0,236.0
732.0,237.0
729.0,238.0
757.0,239.0
817.0,240.0
0.0,241.0
752.0,242.0
731.0,243.0
773.0,244.0
731.0,245.0
792.0,246.0
0.0,247.0
797.0,248.0
752.0,249.0
751.0,250.0
814.0,251.0
755.0,252.0
0.0,253.0
799.0,254.0
741.0,255.0
793.0,256.0
773.0,257.0
801.0,258.0
0.0,259.0
743.0,260.0
786.0,261.0
766.0,262.0
793.0,263.0
787.0,264.0
0.0,265.0
759.0,266.0
799.0,267.0
753.0,268.0
784.0,269.0
756.0,270.0
0.0,271.0
776.0,272.0
806.0,273.0
738.0,274.0
787.0,275.0
776.0,276.0
0.0,277.0
767.0,278.0
770.0,279.0
748.0,280.0
731.0,281.0
825.0,282.0
0.0,283.0
710.0,284.0
760.0,285.0
729.0,286.0
726.0,287.0
795.0,288.0
0.0,289.0
781.0,290.0
747.0,291.0
724.0,292.0
734.0,293.0
772.0,294.0
0.0,295.0
771.0,296.0
788.0,297.0
811.0,298.0
819.0,299.0
724.0,300.0
