"Attending Count","tick"
464.0,1.0
1883.0,2.0
1241.0,3.0
2708.0,4.0
4197.0,5.0
2120.0,6.0
643.0,7.0
3260.0,8.0
297.0,9.0
3315.0,10.0
3708.0,11.0
4381.0,12.0
305.0,13.0
2557.0,14.0
1108.0,15.0
2562.0,16.0
4790.0,17.0
4267.0,18.0
252.0,19.0
4655.0,20.0
466.0,21.0
2193.0,22.0
4619.0,23.0
5689.0,24.0
1204.0,25.0
3190.0,26.0
516.0,27.0
2633.0,28.0
5051.0,29.0
4338.0,30.0
488.0,31.0
5291.0,32.0
490.0,33.0
1226.0,34.0
4616.0,35.0
5729.0,36.0
2875.0,37.0
3101.0,38.0
452.0,39.0
1944.0,40.0
3353.0,41.0
2281.0,42.0
1109.0,43.0
4543.0,44.0
1006.0,45.0
1445.0,46.0
2009.0,47.0
2740.0,48.0
3606.0,49.0
2222.0,50.0
695.0,51.0
1251.0,52.0
809.0,53.0
1444.0,54.0
2020.0,55.0
3132.0,56.0
870.0,57.0
2634.0,58.0
783.0,59.0
683.0,60.0
4021.0,61.0
5013.0,62.0
556.0,63.0
5187.0,64.0
788.0,65.0
1325.0,66.0
3685.0,67.0
5447.0,68.0
2392.0,69.0
3879.0,70.0
348.0,71.0
1176.0,72.0
4818.0,73.0
4062.0,74.0
883.0,75.0
5627.0,76.0
735.0,77.0
1259.0,78.0
3069.0,79.0
4902.0,80.0
3997.0,81.0
3268.0,82.0
640.0,83.0
1249.0,84.0
2199.0,85.0
1365.0,86.0
2164.0,87.0
3532.0,88.0
1588.0,89.0
969.0,90.0
1810.0,91.0
1700.0,92.0
2854.0,93.0
1158.0,94.0
1735.0,95.0
457.0,96.0
824.0,97.0
1790.0,98.0
2466.0,99.0
1096.0,100.0
3913.0,101.0
673.0,102.0
517.0,103.0
3852.0,104.0
4579.0,105.0
2176.0,106.0
3228.0,107.0
254.0,108.0
1712.0,109.0
3288.0,110.0
3210.0,111.0
690.0,112.0
5222.0,113.0
878.0,114.0
815.0,115.0
3246.0,116.0
4109.0,117.0
3972.0,118.0
2741.0,119.0
773.0,120.0
973.0,121.0
1897.0,122.0
1086.0,123.0
2281.0,124.0
3464.0,125.0
1648.0,126.0
842.0,127.0
2273.0,128.0
742.0,129.0
4027.0,130.0
3205.0,131.0
2289.0,132.0
265.0,133.0
4028.0,134.0
556.0,135.0
3288.0,136.0
5314.0,137.0
2984.0,138.0
506.0,139.0
2656.0,140.0
1022.0,141.0
4846.0,142.0
3902.0,143.0
3360.0,144.0
420.0,145.0
3538.0,146.0
567.0,147.0
2865.0,148.0
5369.0,149.0
4333.0,150.0
551.0,151.0
3592.0,152.0
354.0,153.0
4598.0,154.0
4822.0,155.0
4132.0,156.0
420.0,157.0
4251.0,158.0
497.0,159.0
3343.0,160.0
5672.0,161.0
4547.0,162.0
537.0,163.0
3901.0,164.0
395.0,165.0
4452.0,166.0
5134.0,167.0
4396.0,168.0
383.0,169.0
4417.0,170.0
496.0,171.0
3435.0,172.0
5707.0,173.0
4760.0,174.0
518.0,175.0
3981.0,176.0
421.0,177.0
4281.0,178.0
5261.0,179.0
4532.0,180.0
389.0,181.0
4498.0,182.0
500.0,183.0
3360.0,184.0
5671.0,185.0
4920.0,186.0
538.0,187.0
3990.0,188.0
419.0,189.0
4106.0,190.0
5324.0,191.0
4653.0,192.0
386.0,193.0
4587.0,194.0
481.0,195.0
3210.0,196.0
5689.0,197.0
5145.0,198.0
575.0,199.0
3960.0,200.0
433.0,201.0
3940.0,202.0
5330.0,203.0
4746.0,204.0
401.0,205.0
4640.0,206.0
479.0,207.0
2938.0,208.0
5672.0,209.0
5341.0,210.0
680.0,211.0
3951.0,212.0
407.0,213.0
3705.0,214.0
5262.0,215.0
4819.0,216.0
415.0,217.0
4717.0,218.0
489.0,219.0
2472.0,220.0
5680.0,221.0
5627.0,222.0
849.0,223.0
3931.0,224.0
378.0,225.0
3414.0,226.0
5199.0,227.0
4863.0,228.0
453.0,229.0
4914.0,230.0
468.0,231.0
1931.0,232.0
5599.0,233.0
5890.0,234.0
1296.0,235.0
3862.0,236.0
381.0,237.0
2986.0,238.0
4893.0,239.0
4534.0,240.0
516.0,241.0
5109.0,242.0
513.0,243.0
1266.0,244.0
5134.0,245.0
5850.0,246.0
2321.0,247.0
3380.0,248.0
405.0,249.0
2368.0,250.0
3839.0,251.0
3131.0,252.0
794.0,253.0
4961.0,254.0
789.0,255.0
1072.0,256.0
3227.0,257.0
3784.0,258.0
3722.0,259.0
2396.0,260.0
725.0,261.0
944.0,262.0
1874.0,263.0
995.0,264.0
2442.0,265.0
3706.0,266.0
1365.0,267.0
1113.0,268.0
2142.0,269.0
1245.0,270.0
3222.0,271.0
1788.0,272.0
1657.0,273.0
282.0,274.0
2875.0,275.0
981.0,276.0
1667.0,277.0
4256.0,278.0
2918.0,279.0
550.0,280.0
1778.0,281.0
1202.0,282.0
3863.0,283.0
2262.0,284.0
3466.0,285.0
887.0,286.0
1073.0,287.0
1935.0,288.0
2050.0,289.0
1784.0,290.0
2408.0,291.0
814.0,292.0
744.0,293.0
1889.0,294.0
2025.0,295.0
1453.0,296.0
2490.0,297.0
389.0,298.0
745.0,299.0
2435.0,300.0
